date,PM25,PM10,O3,NO2,SO2,CO
2019-06-14,0.0,35.0,25.0,4.0,4.0,6.0
2019-06-15,58.0,39.0,26.0,3.0,4.0,6.0
2019-06-16,60.0,24.0,26.0,3.0,4.0,7.0
2019-06-17,46.0,39.0,31.0,3.0,3.0,5.0
2019-06-18,67.0,43.0,32.0,3.0,4.0,4.0
2019-06-19,73.0,47.0,31.0,3.0,4.0,5.0
2019-06-20,58.0,44.0,35.0,3.0,4.0,5.0
2019-06-21,55.0,35.0,13.0,3.0,4.0,4.0
2019-06-22,56.0,41.0,0.0,1.0,4.0,3.0
2019-06-23,163.0,0.0,0.0,0.0,0.0,0.0
2019-06-24,,,,,,
2019-06-25,,,,,,
2019-06-26,,,,,,
2019-06-27,,,,,,
2019-06-28,,,,,,
2019-06-29,,,,,,
2019-06-30,,,,,,
2019-07-01,,,,,,
2019-07-02,,,,,,
2019-07-03,,,,,,
2019-07-04,,,,,,
2019-07-05,,,,,,
2019-07-06,,,,,,
2019-07-07,,,,,,
2019-07-08,,,,,,
2019-07-09,,,,,,
2019-07-10,,,,,,
2019-07-11,,,,,,
2019-07-12,,,,,,
2019-07-13,,,,,,
2019-07-14,,,,,,
2019-07-15,,,,,,
2019-07-16,,,,,,
2019-07-17,,,,,,
2019-07-18,,,,,,
2019-07-19,0.0,23.0,7.0,4.0,4.0,5.0
2019-07-20,74.0,29.0,22.0,4.0,4.0,6.0
2019-07-21,69.0,23.0,27.0,3.0,4.0,6.0
2019-07-22,61.0,27.0,15.0,3.0,4.0,4.0
2019-07-23,68.0,21.0,16.0,4.0,4.0,6.0
2019-07-24,63.0,35.0,13.0,4.0,4.0,6.0
2019-07-25,70.0,24.0,13.0,5.0,4.0,6.0
2019-07-26,61.0,33.0,35.0,5.0,4.0,6.0
2019-07-27,72.0,43.0,38.0,5.0,4.0,6.0
2019-07-28,86.0,26.0,35.0,6.0,4.0,6.0
2019-07-29,60.0,46.0,66.0,6.0,4.0,7.0
2019-07-30,97.0,30.0,76.0,4.0,4.0,6.0
2019-07-31,72.0,36.0,71.0,4.0,4.0,6.0
2019-08-01,74.0,30.0,81.0,4.0,4.0,7.0
2019-08-02,85.0,25.0,63.0,5.0,4.0,7.0
2019-08-03,59.0,30.0,62.0,4.0,4.0,7.0
2019-08-04,69.0,13.0,43.0,4.0,3.0,7.0
2019-08-05,38.0,22.0,48.0,4.0,4.0,4.0
2019-08-06,48.0,30.0,36.0,4.0,4.0,3.0
2019-08-07,58.0,23.0,44.0,5.0,4.0,3.0
2019-08-08,54.0,27.0,31.0,5.0,4.0,3.0
2019-08-09,60.0,38.0,69.0,5.0,4.0,3.0
2019-08-10,63.0,27.0,82.0,4.0,4.0,3.0
2019-08-11,61.0,37.0,96.0,4.0,4.0,4.0
2019-08-12,69.0,53.0,94.0,4.0,4.0,5.0
2019-08-13,87.0,39.0,84.0,4.0,4.0,5.0
2019-08-14,74.0,30.0,99.0,3.0,4.0,4.0
2019-08-15,63.0,43.0,81.0,4.0,4.0,5.0
2019-08-16,78.0,24.0,36.0,5.0,4.0,4.0
2019-08-17,51.0,24.0,48.0,4.0,4.0,5.0
2019-08-18,58.0,35.0,34.0,5.0,4.0,6.0
2019-08-19,70.0,0.0,0.0,0.0,0.0,0.0
2019-08-20,0.0,31.0,37.0,4.0,4.0,6.0
2019-08-21,67.0,23.0,39.0,4.0,4.0,7.0
2019-08-22,49.0,60.0,43.0,4.0,4.0,7.0
2019-08-23,111.0,21.0,39.0,3.0,4.0,6.0
2019-08-24,39.0,35.0,37.0,4.0,4.0,5.0
2019-08-25,60.0,30.0,33.0,4.0,4.0,5.0
2019-08-26,58.0,24.0,83.0,4.0,4.0,6.0
2019-08-27,39.0,34.0,89.0,4.0,4.0,6.0
2019-08-28,57.0,27.0,71.0,5.0,4.0,8.0
2019-08-29,61.0,35.0,88.0,5.0,4.0,7.0
2019-08-30,69.0,45.0,96.0,4.0,4.0,8.0
2019-08-31,70.0,40.0,99.0,4.0,4.0,8.0
2019-09-01,72.0,40.0,88.0,4.0,4.0,8.0
2019-09-02,75.0,25.0,82.0,4.0,4.0,7.0
2019-09-03,51.0,32.0,89.0,4.0,4.0,7.0
2019-09-04,64.0,20.0,96.0,4.0,3.0,5.0
2019-09-05,36.0,36.0,56.0,5.0,4.0,3.0
2019-09-06,54.0,48.0,55.0,5.0,4.0,4.0
2019-09-07,66.0,0.0,0.0,0.0,0.0,0.0
2019-09-08,0.0,54.0,67.0,4.0,4.0,5.0
2019-09-09,63.0,46.0,84.0,4.0,4.0,3.0
2019-09-10,79.0,45.0,68.0,4.0,4.0,4.0
2019-09-11,68.0,0.0,55.0,4.0,4.0,3.0
2019-09-12,58.0,40.0,56.0,5.0,4.0,4.0
2019-09-13,74.0,38.0,57.0,4.0,4.0,4.0
2019-09-14,75.0,34.0,74.0,3.0,4.0,4.0
2019-09-15,66.0,34.0,67.0,4.0,4.0,4.0
2019-09-16,67.0,29.0,61.0,4.0,4.0,5.0
2019-09-17,58.0,39.0,84.0,4.0,4.0,5.0
2019-09-18,68.0,24.0,58.0,5.0,4.0,7.0
2019-09-19,46.0,47.0,91.0,4.0,4.0,7.0
2019-09-20,71.0,57.0,64.0,5.0,4.0,7.0
2019-09-21,94.0,73.0,85.0,4.0,4.0,7.0
2019-09-22,134.0,66.0,84.0,4.0,5.0,7.0
2019-09-23,129.0,52.0,88.0,4.0,4.0,6.0
2019-09-24,100.0,33.0,58.0,4.0,4.0,6.0
2019-09-25,56.0,27.0,84.0,4.0,4.0,5.0
2019-09-26,40.0,40.0,92.0,3.0,4.0,6.0
2019-09-27,52.0,46.0,98.0,3.0,4.0,6.0
2019-09-28,59.0,36.0,99.0,2.0,4.0,7.0
2019-09-29,65.0,33.0,92.0,3.0,4.0,7.0
2019-09-30,64.0,66.0,93.0,4.0,4.0,7.0
2019-10-01,82.0,41.0,91.0,3.0,4.0,6.0
2019-10-02,75.0,24.0,96.0,3.0,4.0,6.0
2019-10-03,50.0,42.0,92.0,3.0,4.0,6.0
2019-10-04,38.0,36.0,85.0,4.0,4.0,6.0
2019-10-05,61.0,64.0,74.0,3.0,4.0,6.0
2019-10-06,50.0,51.0,74.0,3.0,4.0,5.0
2019-10-07,63.0,67.0,81.0,3.0,4.0,6.0
2019-10-08,71.0,61.0,75.0,3.0,4.0,6.0
2019-10-09,54.0,55.0,67.0,3.0,3.0,4.0
2019-10-10,47.0,46.0,64.0,2.0,3.0,4.0
2019-10-11,48.0,55.0,69.0,2.0,4.0,3.0
2019-10-12,49.0,29.0,66.0,2.0,4.0,3.0
2019-10-13,45.0,49.0,71.0,2.0,4.0,3.0
2019-10-14,64.0,39.0,52.0,3.0,3.0,3.0
2019-10-15,59.0,25.0,31.0,2.0,3.0,3.0
2019-10-16,45.0,28.0,30.0,2.0,3.0,3.0
2019-10-17,57.0,32.0,28.0,2.0,3.0,4.0
2019-10-18,58.0,31.0,27.0,2.0,3.0,5.0
2019-10-19,46.0,42.0,34.0,2.0,3.0,7.0
2019-10-20,70.0,24.0,26.0,2.0,3.0,5.0
2019-10-21,40.0,26.0,33.0,3.0,3.0,6.0
2019-10-22,52.0,40.0,28.0,5.0,3.0,7.0
2019-10-23,65.0,47.0,25.0,4.0,3.0,7.0
2019-10-24,76.0,58.0,28.0,3.0,4.0,8.0
2019-10-25,87.0,77.0,31.0,3.0,3.0,9.0
2019-10-26,145.0,130.0,34.0,2.0,4.0,12.0
2019-10-27,209.0,53.0,27.0,2.0,4.0,5.0
2019-10-28,90.0,40.0,28.0,3.0,3.0,5.0
2019-10-29,60.0,29.0,29.0,4.0,4.0,5.0
2019-10-30,42.0,47.0,30.0,3.0,4.0,7.0
2019-10-31,65.0,46.0,31.0,2.0,4.0,10.0
2019-11-01,68.0,56.0,28.0,2.0,4.0,7.0
2019-11-02,89.0,0.0,36.0,3.0,3.0,8.0
2019-11-03,127.0,143.0,42.0,3.0,4.0,10.0
2019-11-04,167.0,115.0,33.0,3.0,4.0,10.0
2019-11-05,153.0,114.0,32.0,3.0,4.0,10.0
2019-11-06,167.0,123.0,32.0,4.0,6.0,9.0
2019-11-07,171.0,121.0,37.0,4.0,7.0,8.0
2019-11-08,172.0,109.0,38.0,4.0,4.0,8.0
2019-11-09,142.0,129.0,37.0,3.0,4.0,9.0
2019-11-10,153.0,73.0,35.0,5.0,4.0,6.0
2019-11-11,127.0,56.0,36.0,6.0,3.0,0.0
2019-11-12,87.0,77.0,90.0,4.0,3.0,2.0
2019-11-13,113.0,54.0,66.0,3.0,3.0,1.0
2019-11-14,81.0,46.0,84.0,4.0,3.0,2.0
2019-11-15,67.0,0.0,34.0,3.0,3.0,3.0
2019-11-16,,,,,,
2019-11-17,,,,,,
2019-11-18,,,,,,
2019-11-19,,,,,,
2019-11-20,,,,,,
2019-11-21,,,,,,
2019-11-22,,,,,,
2019-11-23,,,,,,
2019-11-24,,,,,,
2019-11-25,,,,,,
2019-11-26,,,,,,
2019-11-27,,,,,,
2019-11-28,,,,,,
2019-11-29,,,,,,
2019-11-30,,,,,,
2019-12-01,,,,,,
2019-12-02,,,,,,
2019-12-03,,,,,,
2019-12-04,,,,,,
2019-12-05,,,,,,
2019-12-06,,,,,,
2019-12-07,,,,,,
2019-12-08,,,,,,
2019-12-09,,,,,,
2019-12-10,,,,,,
2019-12-11,,,,,,
2019-12-12,,,,,,
2019-12-13,,,,,,
2019-12-14,,,,,,
2019-12-15,,,,,,
2019-12-16,,,,,,
2019-12-17,,,,,,
2019-12-18,,,,,,
2019-12-19,,,,,,
2019-12-20,,,,,,
2019-12-21,,,,,,
2019-12-22,,,,,,
2019-12-23,,,,,,
2019-12-24,,,,,,
2019-12-25,,,,,,
2019-12-26,,,,,,
2019-12-27,,,,,,
2019-12-28,,,,,,
2019-12-29,,,,,,
2019-12-30,,,,,,
2019-12-31,,,,,,
2020-01-01,,,,,,
2020-01-02,,,,,,
2020-01-03,,,,,,
2020-01-04,,,,,,
2020-01-05,,,,,,
2020-01-06,,,,,,
2020-01-07,,,,,,
2020-01-08,,,,,,
2020-01-09,,,,,,
2020-01-10,,,,,,
2020-01-11,,,,,,
2020-01-12,,,,,,
2020-01-13,,,,,,
2020-01-14,,,,,,
2020-01-15,,,,,,
2020-01-16,,,,,,
2020-01-17,,,,,,
2020-01-18,,,,,,
2020-01-19,,,,,,
2020-01-20,,,,,,
2020-01-21,,,,,,
2020-01-22,,,,,,
2020-01-23,,,,,,
2020-01-24,,,,,,
2020-01-25,,,,,,
2020-01-26,,,,,,
2020-01-27,,,,,,
2020-01-28,,,,,,
2020-01-29,,,,,,
2020-01-30,,,,,,
2020-01-31,,,,,,
2020-02-01,,,,,,
2020-02-02,,,,,,
2020-02-03,,,,,,
2020-02-04,,,,,,
2020-02-05,,,,,,
